idUsuario,dataDesvinculacao
186934111,2018-07-28 00:49:26.393910
1851793220,2018-07-28 00:49:26.393910
4872376451,2018-07-28 00:49:26.393910
712149866785296384,2018-07-28 00:49:26.393910
35256938,2018-08-01 18:35:48.700818
2583073375,2018-08-01 18:35:48.700818
2725176782,2018-08-01 18:35:48.700818
2865812463,2018-08-01 18:35:48.700818
4130652749,2018-08-01 18:35:48.700818
714175350742224900,2018-08-01 18:35:48.700818
760574027408617472,2018-08-01 18:35:48.700818
939577256732758022,2018-08-03 13:32:59.245334
47223494,2018-08-08 13:47:09.698497
755253188568154112,2018-08-08 13:47:09.698497
15209120,2018-08-09 13:47:07.040592
325082521,2018-08-09 13:47:07.040592
1093745298,2018-08-10 13:47:07.899591
702533010189455360,2018-08-11 13:47:09.724776
4385595135,2018-08-14 13:47:11.460398
27334746,2018-08-15 13:47:12.578386
759887337555800064,2018-08-17 13:47:09.435480
4598921534,2018-08-18 16:32:57.134084
3173755872,2018-08-19 18:27:22.466950
715459976576241665,2018-08-19 18:27:22.466950
20597552,2018-08-21 18:26:45.239244
1246878498,2018-08-22 18:26:47.298903
3291569012,2018-08-24 22:31:05.309475
3248968741,2018-08-25 22:31:02.645891
104989447,2018-08-28 22:46:21.534138
2861238751,2018-08-28 22:46:21.534138
67185554,2018-08-30 03:20:02.428195
3258378880,2018-08-31 10:16:01.813535
3219762648,2018-09-02 12:18:19.428703
15171711,2018-09-05 12:18:26.744977
1369825344,2018-09-05 12:18:26.744977
2967702798,2018-09-06 12:18:27.554598
793444650468020224,2018-09-08 12:18:20.514827
