seguidor,idResposta,dataResposta
183077452,1022229905776377856,2018-7-25 21:19:36
14206050,1022281562891735046,2018-7-26 00:44:52
1473101,1021851725785980929,2018-7-24 20:16:51
825888750,1021983109464645632,2018-7-25 04:58:55
825888750,1021983030175522816,2018-7-25 04:58:36
82482420,1021774679730577408,2018-7-24 15:10:41
157785468,1021846928043139072,2018-7-24 19:57:47
183077452,1022544054448541697,2018-7-26 18:07:55
1056796201,1023337089562304514,2018-7-28 22:39:09
1056796201,1023201186852360192,2018-7-28 13:39:07
997132775399546881,1023731751179440130,2018-7-30 00:47:24
11293112,1023683349762719744,2018-7-29 21:35:04
32887054,1024377781814210562,2018-7-31 19:34:29
443132400,1024116407745880064,2018-7-31 02:15:53
183077452,1024819184742617089,2018-8-02 00:48:28
1684133569,1027993790521516033,2018-8-10 19:03:13
721316747932999684,1028710624208084992,2018-8-12 18:31:39
912221589994737664,1029244056470056960,2018-8-14 05:51:20
4200765912,1029439783330709504,2018-8-14 18:49:05
162989921,1030175957850644480,2018-8-16 19:34:22
2914981185,1031036477218553856,2018-8-19 04:33:46
1006030622,1032469994821435392,2018-8-23 03:30:03
823395144917544960,1032473180227751936,2018-8-23 03:42:43
4833130213,1032858487540215808,2018-8-24 05:13:47
2719424551,1032807488410726400,2018-8-24 01:51:08
17139644,1033237508128010241,2018-8-25 06:19:53
47784611,1033590906228592640,2018-8-26 05:44:09
2251491748,1034097169320615936,2018-8-27 15:15:52
18409762,1034161195366973442,2018-8-27 19:30:17
385785765,1034840576640856064,2018-8-29 16:29:54
156223490,1035238414868725761,2018-8-30 18:50:46
3438759652,1035674762448695296,2018-8-31 23:44:39
1692657464,1035580381003563008,2018-8-31 17:29:37
990155465622421504,1035877678405091328,2018-9-01 13:10:58
128728713,1036765164513751046,2018-9-03 23:57:32
143073472,1037288587115429888,2018-9-05 10:37:25
746889201312890880,1038353723334963200,2018-9-08 09:09:53
19488751,1038141827600326662,2018-9-07 19:07:54
