idUsuario,ataVinculacao
541,2018-07-23 14:17:58.180891
850,2018-07-23 14:17:58.180891
1033,2018-07-23 14:17:58.180891
2426,2018-07-23 14:17:58.180891
8882,2018-07-23 14:17:58.180891
10053,2018-07-23 14:17:58.180891
10178,2018-07-23 14:17:58.180891
11113,2018-07-23 14:17:58.180891
11410,2018-07-23 14:17:58.180891
12468,2018-07-23 14:17:58.180891
12912,2018-07-23 14:17:58.180891
13266,2018-07-23 14:17:58.180891
13701,2018-07-23 14:17:58.180891
15833,2018-07-23 14:17:58.180891
16403,2018-07-23 14:17:58.180891
16843,2018-07-23 14:17:58.180891
24263,2018-07-23 14:17:58.180891
24433,2018-07-23 14:17:58.180891
24493,2018-07-23 14:17:58.180891
26543,2018-07-23 14:17:58.180891
26853,2018-07-23 14:17:58.180891
28413,2018-07-23 14:17:58.180891
30953,2018-07-23 14:17:58.180891
32423,2018-07-23 14:17:58.180891
32483,2018-07-23 14:17:58.180891
32783,2018-07-23 14:17:58.180891
32833,2018-07-23 14:17:58.180891
38203,2018-07-23 14:17:58.180891
45463,2018-07-23 14:17:58.180891
54063,2018-07-23 14:17:58.180891
57543,2018-07-23 14:17:58.180891
66023,2018-07-23 14:17:58.180891
70563,2018-07-23 14:17:58.180891
72373,2018-07-23 14:17:58.180891
74863,2018-07-23 14:17:58.180891
78783,2018-07-23 14:17:58.180891
80323,2018-07-23 14:17:58.180891
101653,2018-07-23 14:17:58.180891
118963,2018-07-23 14:17:58.180891
183813,2018-07-23 14:17:58.180891
185013,2018-07-23 14:17:58.180891
316103,2018-07-23 14:17:58.180891
350653,2018-07-23 14:17:58.180891
384613,2018-07-23 14:17:58.180891
608023,2018-07-23 14:17:58.180891
609693,2018-07-23 14:17:58.180891
615963,2018-07-23 14:17:58.180891
616523,2018-07-23 14:17:58.180891
634563,2018-07-23 14:17:58.180891
635703,2018-07-23 14:17:58.180891
643893,2018-07-23 14:17:58.180891
649463,2018-07-23 14:17:58.180891
651403,2018-07-23 14:17:58.180891
653343,2018-07-23 14:17:58.180891
656863,2018-07-23 14:17:58.180891
660103,2018-07-23 14:17:58.180891
663953,2018-07-23 14:17:58.180891
665773,2018-07-23 14:17:58.180891
667833,2018-07-23 14:17:58.180891
673443,2018-07-23 14:17:58.180891
683813,2018-07-23 14:17:58.180891
686723,2018-07-23 14:17:58.180891
687593,2018-07-23 14:17:58.180891
691153,2018-07-23 14:17:58.180891
693963,2018-07-23 14:17:58.180891
694613,2018-07-23 14:17:58.180891
698673,2018-07-23 14:17:58.180891
700593,2018-07-23 14:17:58.180891
705383,2018-07-23 14:17:58.180891
709313,2018-07-23 14:17:58.180891
718553,2018-07-23 14:17:58.180891
720093,2018-07-23 14:17:58.180891
726193,2018-07-23 14:17:58.180891
737953,2018-07-23 14:17:58.180891
744533,2018-07-23 14:17:58.180891
755384,2018-07-23 14:17:58.180891
755504,2018-07-23 14:17:58.180891
755990,2018-07-23 14:17:58.180891
755991,2018-07-23 14:17:58.180891
756336,2018-07-23 14:17:58.180891
757666,2018-07-23 14:17:58.180891
758424,2018-07-23 14:17:58.180891
759948,2018-07-23 14:17:58.180891
760030,2018-07-23 14:17:58.180891
761520,2018-07-23 14:17:58.180891
762298,2018-07-23 14:17:58.180891
763193,2018-07-23 14:17:58.180891
763764,2018-07-23 14:17:58.180891
764365,2018-07-23 14:17:58.180891
764464,2018-07-23 14:17:58.180891
765001,2018-07-23 14:17:58.180891
765422,2018-07-23 14:17:58.180891
765807,2018-07-23 14:17:58.180891
766781,2018-07-23 14:17:58.180891
768058,2018-07-23 14:17:58.180891
769068,2018-07-23 14:17:58.180891
776945,2018-07-23 14:17:58.180891
776998,2018-07-23 14:17:58.180891
779112,2018-07-23 14:17:58.180891
779451,2018-07-23 14:17:58.180891
779471,2018-07-23 14:17:58.180891
782257,2018-07-23 14:17:58.180891
782674,2018-07-23 14:17:58.180891
785718,2018-07-23 14:17:58.180891
787239,2018-07-23 14:17:58.180891
788673,2018-07-23 14:17:58.180891
790368,2018-07-23 14:17:58.180891
790627,2018-07-23 14:17:58.180891
791076,2018-07-23 14:17:58.180891
791397,2018-07-23 14:17:58.180891
793841,2018-07-23 14:17:58.180891
797769,2018-07-23 14:17:58.180891
798646,2018-07-23 14:17:58.180891
802032,2018-07-23 14:17:58.180891
805884,2018-07-23 14:17:58.180891
807536,2018-07-23 14:17:58.180891
807824,2018-07-23 14:17:58.180891
807979,2018-07-23 14:17:58.180891
810268,2018-07-23 14:17:58.180891
811027,2018-07-23 14:17:58.180891
813987,2018-07-23 14:17:58.180891
818146,2018-07-23 14:17:58.180891
818155,2018-07-23 14:17:58.180891
818340,2018-07-23 14:17:58.180891
820569,2018-07-23 14:17:58.180891
821042,2018-07-23 14:17:58.180891
835831,2018-07-23 14:17:58.180891
836081,2018-07-23 14:17:58.180891
851681,2018-07-23 14:17:58.180891
890911,2018-07-23 14:17:58.180891
892771,2018-07-23 14:17:58.180891
895481,2018-07-23 14:17:58.180891
958231,2018-07-23 14:17:58.180891
973031,2018-07-23 14:17:58.180891
978241,2018-07-23 14:17:58.180891
993171,2018-07-23 14:17:58.180891
995051,2018-07-23 14:17:58.180891
1000551,2018-07-23 14:17:58.180891
1019381,2018-07-23 14:17:58.180891
1034971,2018-07-23 14:17:58.180891
1041321,2018-07-23 14:17:58.180891
1044241,2018-07-23 14:17:58.180891
1056411,2018-07-23 14:17:58.180891
1058831,2018-07-23 14:17:58.180891
1064071,2018-07-23 14:17:58.180891
1082521,2018-07-23 14:17:58.180891
