seguidor,idResposta,dataMencao
375885590,1021726971410014209,2018-7-24 12:01:07
2246723426,1022461235634335744,2018-7-26 12:38:49
884930377114148865,1023070809240358912,2018-7-28 05:01:03
23876732,1023982230719406081,2018-7-30 17:22:43
2582582862,1024941655387000832,2018-8-02 08:55:07
19277503,1024548206938443777,2018-8-01 06:51:42
2165912983,1025239205885005826,2018-8-03 04:37:29
1541135384,1025004342645014528,2018-8-02 13:04:13
1528941704,1025757523511529472,2018-8-04 14:57:05
1011562533864419328,1026277882211913729,2018-8-06 01:24:49
4874464340,1026143756204920837,2018-8-05 16:31:50
892959496858939395,1026645185655173121,2018-8-07 01:44:21
904471104932196352,1026640162619568129,2018-8-07 01:24:23
721163695607427072,1026528288574005248,2018-8-06 17:59:50
958370928957640704,1027102399238815744,2018-8-08 08:01:09
23521274,1027588593408204800,2018-8-09 16:13:06
17488517,1027963134429069314,2018-8-10 17:01:24
474589234,1028476438771576833,2018-8-12 03:01:05
946058930,1029173210040987648,2018-8-14 01:09:49
23521274,1029361259697852417,2018-8-14 13:37:03
3722671035,1029963526461448192,2018-8-16 05:30:15
1011562533864419328,1029884217486848000,2018-8-16 00:15:06
218399897,1030226597910126594,2018-8-16 22:55:36
77595865,1031089449801797635,2018-8-19 08:04:16
4551771984,1031061352733990912,2018-8-19 06:12:37
833911316653805568,1031332394911948800,2018-8-20 00:09:38
609477040,1032218553087348736,2018-8-22 10:50:55
3288561705,1032644618222010368,2018-8-23 15:03:57
35600848,1032441182205427712,2018-8-23 01:35:34
