seguidor,idResposta,dataResposta
2808129511,1021352424022454273,2018-7-23 11:12:48
2808129511,1021078421407969281,2018-7-22 17:04:01
1013733750369345536,1021131112876331010,2018-7-22 20:33:23
38446931,1021307959660503040,2018-7-23 08:16:07
742355679890055172,1021171112888152064,2018-7-22 23:12:20
3281191826,1021078221427789824,2018-7-22 17:03:13
703199644004683776,1021261929149616131,2018-7-23 05:13:12
703199644004683776,1021245430745714688,2018-7-23 04:07:39
703199644004683776,1021231019691790342,2018-7-23 03:10:23
703199644004683776,1021121701306826752,2018-7-22 19:55:59
909414430051627008,1021368058382880770,2018-7-23 12:14:55
775782450664443904,1021141319442485249,2018-7-22 21:13:57
3723604454,1021295370733678592,2018-7-23 07:26:05
53035086,1021256829085642752,2018-7-23 04:52:56
1861959486,1021328225853616128,2018-7-23 09:36:39
3035253837,1021095813337026566,2018-7-22 18:13:07
712073170723930114,1021700549576728577,2018-7-24 10:16:07
1005588632,1021428693607084039,2018-7-23 16:15:52
2808129511,1021718086809001984,2018-7-24 11:25:49
1013733750369345536,1021506757942804481,2018-7-23 21:26:04
1013733750369345536,1021455545755226112,2018-7-23 18:02:34
1013733750369345536,1021416047713374209,2018-7-23 15:25:37
703199644004683776,1021644080059703296,2018-7-24 06:31:44
703199644004683776,1021486629687582720,2018-7-23 20:06:05
703199644004683776,1021455620984188929,2018-7-23 18:02:52
703199644004683776,1021451850174861317,2018-7-23 17:47:53
703199644004683776,1021425096773308416,2018-7-23 16:01:34
56647894,1021573135110492162,2018-7-24 01:49:49
225059161,1021636606963281921,2018-7-24 06:02:02
1292109380,1021652777217544192,2018-7-24 07:06:18
215200124,1021440859697532931,2018-7-23 17:04:13
969690344190365702,1022074616783745024,2018-7-25 11:02:32
2808129511,1022031758961856512,2018-7-25 08:12:14
2808129511,1022006676390649857,2018-7-25 06:32:34
1013733750369345536,1022156161636880385,2018-7-25 16:26:34
1013733750369345536,1022155861920231427,2018-7-25 16:25:22
1013733750369345536,1021850331574140931,2018-7-24 20:11:18
1013733750369345536,1021780519326035973,2018-7-24 15:33:54
145400893,1022018024751157248,2018-7-25 07:17:39
703199644004683776,1022242366382637057,2018-7-25 22:09:07
703199644004683776,1022185266776301568,2018-7-25 18:22:13
703199644004683776,1022170314007085056,2018-7-25 17:22:48
703199644004683776,1022150966672613376,2018-7-25 16:05:55
703199644004683776,1022135008759349254,2018-7-25 15:02:31
703199644004683776,1022007032004718592,2018-7-25 06:33:59
703199644004683776,1021972328987676675,2018-7-25 04:16:05
703199644004683776,1021842987276488710,2018-7-24 19:42:07
703199644004683776,1021822882337439747,2018-7-24 18:22:14
3056414245,1021944109114843138,2018-7-25 02:23:57
872816757844484097,1021893316453883904,2018-7-24 23:02:07
2700809694,1022211353975681024,2018-7-25 20:05:53
237450120,1022104883724529664,2018-7-25 13:02:48
2195302896,1022015309253955586,2018-7-25 07:06:52
38492919,1022242162363252747,2018-7-25 22:08:18
965119190,1022090135423406080,2018-7-25 12:04:12
139132746,1022211799305859072,2018-7-25 20:07:39
139132746,1022196392377430018,2018-7-25 19:06:26
66419567,1022316355297714176,2018-7-26 03:03:07
2808129511,1022436977252155392,2018-7-26 11:02:25
2808129511,1022396462557290497,2018-7-26 08:21:26
1013733750369345536,1022527453204545536,2018-7-26 17:01:57
1013733750369345536,1022452543450955776,2018-7-26 12:04:17
703199644004683776,1022590135697895424,2018-7-26 21:11:01
703199644004683776,1022527157715841025,2018-7-26 17:00:46
703199644004683776,1022377939122434049,2018-7-26 07:07:50
887894687402647554,1022560108973309952,2018-7-26 19:11:42
706913077913100288,1022452935815516160,2018-7-26 12:05:50
2700809694,1022633621839114240,2018-7-27 00:03:49
2700809694,1022602949581783040,2018-7-26 22:01:56
1088055854,1022437007417663490,2018-7-26 11:02:33
1292109380,1022393650561597440,2018-7-26 08:10:16
409317038,1022619337293746176,2018-7-26 23:07:04
594581378,1022633692966133766,2018-7-27 00:04:06
22273062,1022619906267914241,2018-7-26 23:09:19
2808129511,1022800088782069760,2018-7-27 11:05:18
2808129511,1022776197082742786,2018-7-27 09:30:22
2808129511,1022754308868202496,2018-7-27 08:03:23
1011051746150535168,1022867894781259776,2018-7-27 15:34:44
145400893,1022740142791057408,2018-7-27 07:07:06
