seguidor,idResposta,dataResposta
1012174191725088770,1021272638218559488,2018-7-23 05:55:45
971217009554927616,1021402862709075968,2018-7-23 14:33:13
874024791736541184,1021100260465233920,2018-7-22 18:30:47
62060697,1021237690023411712,2018-7-23 03:36:53
62060697,1021206507453665280,2018-7-23 01:32:59
62060697,1021055226210549760,2018-7-22 15:31:50
1657540388,1021704639513853952,2018-7-24 10:32:23
408838186,1021628148360728578,2018-7-24 05:28:26
994647063613853696,1021468988574855168,2018-7-23 18:55:59
930259009,1021497738289197057,2018-7-23 20:50:13
2881750978,1021448168796491776,2018-7-23 17:33:15
831698963157942272,1021438680312025088,2018-7-23 16:55:33
47742382,1021479039394111495,2018-7-23 19:35:55
2292332411,1021538737761800192,2018-7-23 23:33:09
143937184,1021661605472350208,2018-7-24 07:41:22
14947830,1021445811954233345,2018-7-23 17:23:53
2386593885,1021910844425338885,2018-7-25 00:11:46
2386593885,1021910785612832768,2018-7-25 00:11:32
806377917571796992,1022142762773184513,2018-7-25 15:33:19
83513327,1022310961150025728,2018-7-26 02:41:41
822142847520362496,1022184770900553730,2018-7-25 18:20:15
2890952558,1021960451775549441,2018-7-25 03:28:53
1536399193,1022011629523922945,2018-7-25 06:52:15
408838186,1022025391169589248,2018-7-25 07:46:56
194870471,1022250070757056513,2018-7-25 22:39:44
3131370309,1022232880288858113,2018-7-25 21:31:25
26557564,1022227515883094026,2018-7-25 21:10:06
1360917757,1022580899144196114,2018-7-26 20:34:19
826078593453268992,1023004710289195008,2018-7-28 00:38:24
14925513,1022809947929804800,2018-7-27 11:44:29
824778296223211520,1023024386431840258,2018-7-28 01:56:35
2890952558,1022904494097674240,2018-7-27 18:00:10
102420489,1022918114051338240,2018-7-27 18:54:17
22186557,1022702005779873792,2018-7-27 04:35:33
14925513,1023165431044034561,2018-7-28 11:17:02
150356596,1023082648216985600,2018-7-28 05:48:05
425395497,1023054486519070722,2018-7-28 03:56:11
78487932,1023327140702560256,2018-7-28 21:59:37
1125539006,1023291658228641792,2018-7-28 19:38:37
982856209429508096,1023199325889880064,2018-7-28 13:31:44
2680991804,1023049099354890241,2018-7-28 03:34:47
24128145,1023275704299937792,2018-7-28 18:35:14
186229313,1023317526158012416,2018-7-28 21:21:25
401573279,1023511250695847937,2018-7-29 10:11:12
901814030460911616,1023758099566526464,2018-7-30 02:32:06
2890952558,1023450570927955969,2018-7-29 06:10:05
82234182,1023456186669191168,2018-7-29 06:32:24
795689026984538112,1023743200559812609,2018-7-30 01:32:53
107705331,1023570374380814336,2018-7-29 14:06:08
143937184,1023686176517980160,2018-7-29 21:46:18
488642550,1023486324823740416,2018-7-29 08:32:09
825881214,1024120592578969601,2018-7-31 02:32:31
825881214,1024119271306092544,2018-7-31 02:27:16
4726796177,1024059270621483010,2018-7-30 22:28:50
17323992,1024079508515606528,2018-7-30 23:49:15
50614201,1023836154041458689,2018-7-30 07:42:15
2154214212,1023819455732756480,2018-7-30 06:35:54
2995221770,1024079790305816576,2018-7-30 23:50:23
46059718,1023786508216557568,2018-7-30 04:24:59
27644316,1024132103053737985,2018-7-31 03:18:15
816506274,1024172904362070016,2018-7-31 06:00:23
825881214,1024867774114361345,2018-8-02 04:01:33
825881214,1024851379284635648,2018-8-02 02:56:24
825881214,1024524662229725185,2018-8-01 05:18:08
825881214,1024484965591875585,2018-8-01 02:40:24
825881214,1024453331635163136,2018-8-01 00:34:42
825881214,1024273850186457088,2018-7-31 12:41:30
825881214,1024146607640477696,2018-7-31 04:15:53
971217009554927616,1024133656623939587,2018-7-31 03:24:25
974008988709806080,1024301563718852609,2018-7-31 14:31:38
2890952558,1024458903289913344,2018-8-01 00:56:50
2890952558,1024337580907626496,2018-7-31 16:54:45
15201274,1024324893901500416,2018-7-31 16:04:20
14113514,1024564906216042496,2018-8-01 07:58:03
2154214212,1024181182383050753,2018-7-31 06:33:16
22307107,1024154970629853184,2018-7-31 04:49:07
22186557,1025041902557712384,2018-8-02 15:33:28
2275491844,1024358770804183041,2018-7-31 18:18:57
402276145,1024473202075082754,2018-8-01 01:53:39
809759206442143744,1024317754457968641,2018-7-31 15:35:58
46059718,1024920666028396544,2018-8-02 07:31:43
825881214,1025213427625553920,2018-8-03 02:55:03
