seguidor,idResposta,dataResposta
4793954967,1021268689788841984,2018-7-23 05:40:04
269692731,1028716692585644034,2018-8-12 18:55:46
6221502,1028854257347256321,2018-8-13 04:02:24
826969462360285185,1033888558950612995,2018-8-27 01:26:55
826969462360285185,1033880961480445954,2018-8-27 00:56:44
4042412596,1033929107644538881,2018-8-27 04:08:03
41393064,1033894578032664576,2018-8-27 01:50:50
41393064,1033893643462107136,2018-8-27 01:47:08
41393064,1033893258609483776,2018-8-27 01:45:36
1600632452,1033895602780823552,2018-8-27 01:54:55
1600632452,1033893997960482816,2018-8-27 01:48:32
