seguidor,idResposta,dataMencao
14203650,1021358067965988869,2018-7-23 11:35:13
14203650,1021357719889022976,2018-7-23 11:33:50
1241901223,1021344662848720897,2018-7-23 10:41:57
1241901223,1021170410241560577,2018-7-22 23:09:32
28365439,1021462609424470017,2018-7-23 18:30:38
769622992758403072,1023501659622846464,2018-7-29 09:33:06
269692731,1024237780065431552,2018-7-31 10:18:10
2148107506,1025359501589921793,2018-8-03 12:35:30
175730580,1026475027158450176,2018-8-06 14:28:12
1241901223,1028719181691277313,2018-8-12 19:05:40
2342027635,1028869293352648706,2018-8-13 05:02:09
14203650,1029017879386185730,2018-8-13 14:52:35
2701758877,1030128349438521351,2018-8-16 16:25:12
998509740,1030134581012221953,2018-8-16 16:49:57
2742829712,1030179382122360832,2018-8-16 19:47:59
29544690,1034704549850697728,2018-8-29 07:29:23
560511107,1036539015548338176,2018-9-03 08:58:53
102581124,1036861386855309317,2018-9-04 06:19:53
29544690,1036868740086870016,2018-9-04 06:49:06
889187658169282563,1037087800456294401,2018-9-04 21:19:34
1020096343187091456,1037088007914962944,2018-9-04 21:20:23
