seguidor,idResposta,dataMencao
267098336,1022870251690713088,2018-7-27 15:44:06
283259069,1033090637170728962,2018-8-24 20:36:16
974130315647217665,1033020480922570752,2018-8-24 15:57:29
2424900741,1033121705659645952,2018-8-24 22:39:43
774990725691867136,1033028533935849472,2018-8-24 16:29:29
1434282979,1033063892535177217,2018-8-24 18:50:00
29895507,1033023933530947585,2018-8-24 16:11:13
17554961,1033050581458345984,2018-8-24 17:57:06
1016388915417223169,1033489827809775616,2018-8-25 23:02:30
348233012,1036968995293999104,2018-9-04 13:27:29
