seguidor,idResposta,dataResposta
938109057969328129,1021397739123494912,2018-7-23 14:12:52
865634100,1021396257540136960,2018-7-23 14:06:59
540671139,1022149539325796352,2018-7-25 16:00:15
975064216104263680,1022169253573795841,2018-7-25 17:18:35
268487511,1022149772344549377,2018-7-25 16:01:11
974888173,1021824787981787137,2018-7-24 18:29:48
780081173221421056,1022944938068271104,2018-7-27 20:40:53
3367127237,1022938561887326208,2018-7-27 20:15:33
4824649753,1022926174148747265,2018-7-27 19:26:19
720294195198451712,1022961653099446272,2018-7-27 21:47:18
952259985479790592,1022868814596329472,2018-7-27 15:38:24
29134273,1022923453177851906,2018-7-27 19:15:30
19203288,1022915718415704064,2018-7-27 18:44:46
2171977081,1022926886287167490,2018-7-27 19:29:09
316255210,1022923269995937792,2018-7-27 19:14:47
54873438,1022855924405481475,2018-7-27 14:47:10
865634100,1022927182962860032,2018-7-27 19:30:20
2157806131,1022940492621926401,2018-7-27 20:23:13
14352562,1022923215746871297,2018-7-27 19:14:34
490954972,1022924159167475712,2018-7-27 19:18:19
14263487,1022927935769075713,2018-7-27 19:33:19
29895507,1022858908979941376,2018-7-27 14:59:02
379004081,1022927671649546240,2018-7-27 19:32:16
88537322,1023986911289987073,2018-7-30 17:41:19
424902087,1023946805485207552,2018-7-30 15:01:57
4819731335,1024665362829332482,2018-8-01 14:37:14
324126585,1024720159850651648,2018-8-01 18:14:59
220185244,1024721402262372352,2018-8-01 18:19:55
703311270,1024655051657228293,2018-8-01 13:56:16
11173762,1024654342215884800,2018-8-01 13:53:26
4323463048,1024656534188564480,2018-8-01 14:02:09
4530477498,1025014394747539456,2018-8-02 13:44:10
48090536,1024654304559296512,2018-8-01 13:53:18
1008861640802988032,1025120071822270470,2018-8-02 20:44:05
817047981421723648,1025048273898356737,2018-8-02 15:58:47
208377995,1025057680862273536,2018-8-02 16:36:10
519239420,1025033890048561152,2018-8-02 15:01:38
865634100,1025049156669386753,2018-8-02 16:02:18
277796272,1025416111800700929,2018-8-03 16:20:27
2654130662,1026550450919694338,2018-8-06 19:27:54
110284674,1026866449531514880,2018-8-07 16:23:34
971115698,1026840506536349696,2018-8-07 14:40:29
865634100,1026849304235974656,2018-8-07 15:15:26
36938596,1026841017994174464,2018-8-07 14:42:31
15824967,1027296588123840512,2018-8-08 20:52:47
2952243663,1027292653828956160,2018-8-08 20:37:09
870434105745432577,1027291607148707842,2018-8-08 20:32:59
19403298,1027391620768038924,2018-8-09 03:10:25
28433503,1027309390687293445,2018-8-08 21:43:39
16054181,1028005753838346240,2018-8-10 19:50:45
993028193488654336,1028003212383727616,2018-8-10 19:40:39
2236885662,1029019557980250112,2018-8-13 14:59:15
2218611853,1029223739916013568,2018-8-14 04:30:36
851237016297766912,1029004721284100096,2018-8-13 14:00:18
722302728819634176,1029822773735161856,2018-8-15 20:10:57
722302728819634176,1029822092852834304,2018-8-15 20:08:14
831924582068211715,1030101615414599680,2018-8-16 14:38:58
3304054240,1032376893868105729,2018-8-22 21:20:06
801634202529759232,1033018113300869120,2018-8-24 15:48:05
216277299,1033024822773735425,2018-8-24 16:14:45
18946063,1033049700604235777,2018-8-24 17:53:36
3108666200,1033015090952331270,2018-8-24 15:36:04
7790712,1033018610883514368,2018-8-24 15:50:04
942873478751031296,1033014950707585026,2018-8-24 15:35:31
225018493,1033025885144862722,2018-8-24 16:18:58
