seguidor,idResposta,dataResposta
745712201093255168,1021700800245055488,2018-7-24 10:17:07
745712201093255168,1021338420344442881,2018-7-23 10:17:09
745712201093255168,1022606773092540416,2018-7-26 22:17:08
745712201093255168,1022244385772187649,2018-7-25 22:17:08
745712201093255168,1023014470707281920,2018-7-28 01:17:11
745712201093255168,1025777668552314880,2018-8-04 16:17:08
745712201093255168,1025369979087142913,2018-8-03 13:17:08
745712201093255168,1024916992984330240,2018-8-02 07:17:07
745712201093255168,1024554603680026625,2018-8-01 07:17:07
745712201093255168,1024146941234610176,2018-7-31 04:17:13
745712201093255168,1023784532795969537,2018-7-30 04:17:08
745712201093255168,1023422148281544705,2018-7-29 04:17:09
745712201093255168,1026140042895482880,2018-8-05 16:17:05
745712201093255168,1026502446351360000,2018-8-06 16:17:09
745712201093255168,1026864840210558977,2018-8-07 16:17:10
745712201093255168,1027272522381885441,2018-8-08 19:17:09
745712201093255168,1027634898369040384,2018-8-09 19:17:06
745712201093255168,1028042592901058560,2018-8-10 22:17:08
745712201093255168,1028404982142394368,2018-8-11 22:17:09
745712201093255168,1028903261317865472,2018-8-13 07:17:08
745712201093255168,1029265656590622720,2018-8-14 07:17:10
745712201093255168,1029628058163183616,2018-8-15 07:17:13
745712201093255168,1029990434448318465,2018-8-16 07:17:10
745712201093255168,1030352817008115713,2018-8-17 07:17:09
745712201093255168,1030715204093571072,2018-8-18 07:17:09
745712201093255168,1031077590314958848,2018-8-19 07:17:08
745712201093255168,1031439986330091520,2018-8-20 07:17:10
745712201093255168,1032617791369760768,2018-8-23 13:17:21
745712201093255168,1032164754213756929,2018-8-22 07:17:08
745712201093255168,1031802370974470144,2018-8-21 07:17:09
