idUsuario,dataDesvinculacao
270407425,2018-07-26 00:34:07.456536
278210340,2018-07-26 00:34:07.456536
483385220,2018-07-26 00:34:07.456536
784775412,2018-07-26 00:34:07.456536
3080451237,2018-07-26 00:34:07.456536
766473522,2018-07-27 00:49:07.945432
713901506672594944,2018-07-27 00:49:07.945432
108959946,2018-07-28 00:49:11.777276
912376725652234243,2018-07-29 00:49:13.106512
620542214,2018-07-30 00:49:08.462097
2769172227,2018-07-30 00:49:08.462097
783369613803347968,2018-07-30 00:49:08.462097
