idUsuario,ataVinculacao
1154,2018-07-23 14:17:25.793734
1737,2018-07-23 14:17:25.793734
2011,2018-07-23 14:17:25.793734
2577,2018-07-23 14:17:25.793734
3006,2018-07-23 14:17:25.793734
3471,2018-07-23 14:17:25.793734
5504,2018-07-23 14:17:25.793734
5622,2018-07-23 14:17:25.793734
5671,2018-07-23 14:17:25.793734
5699,2018-07-23 14:17:25.793734
5758,2018-07-23 14:17:25.793734
6140,2018-07-23 14:17:25.793734
7359,2018-07-23 14:17:25.793734
10140,2018-07-23 14:17:25.793734
10257,2018-07-23 14:17:25.793734
10470,2018-07-23 14:17:25.793734
10886,2018-07-23 14:17:25.793734
11113,2018-07-23 14:17:25.793734
11694,2018-07-23 14:17:25.793734
11932,2018-07-23 14:17:25.793734
12109,2018-07-23 14:17:25.793734
12297,2018-07-23 14:17:25.793734
12322,2018-07-23 14:17:25.793734
12358,2018-07-23 14:17:25.793734
12497,2018-07-23 14:17:25.793734
12818,2018-07-23 14:17:25.793734
13012,2018-07-23 14:17:25.793734
15083,2018-07-23 14:17:25.793734
15833,2018-07-23 14:17:25.793734
16023,2018-07-23 14:17:25.793734
17853,2018-07-23 14:17:25.793734
21813,2018-07-23 14:17:25.793734
22603,2018-07-23 14:17:25.793734
22713,2018-07-23 14:17:25.793734
24493,2018-07-23 14:17:25.793734
25003,2018-07-23 14:17:25.793734
28553,2018-07-23 14:17:25.793734
31203,2018-07-23 14:17:25.793734
32783,2018-07-23 14:17:25.793734
37763,2018-07-23 14:17:25.793734
43013,2018-07-23 14:17:25.793734
44393,2018-07-23 14:17:25.793734
51713,2018-07-23 14:17:25.793734
51903,2018-07-23 14:17:25.793734
52103,2018-07-23 14:17:25.793734
54063,2018-07-23 14:17:25.793734
54333,2018-07-23 14:17:25.793734
57203,2018-07-23 14:17:25.793734
65103,2018-07-23 14:17:25.793734
66983,2018-07-23 14:17:25.793734
70733,2018-07-23 14:17:25.793734
71763,2018-07-23 14:17:25.793734
74863,2018-07-23 14:17:25.793734
77983,2018-07-23 14:17:25.793734
78783,2018-07-23 14:17:25.793734
185973,2018-07-23 14:17:25.793734
203133,2018-07-23 14:17:25.793734
208163,2018-07-23 14:17:25.793734
213923,2018-07-23 14:17:25.793734
311893,2018-07-23 14:17:25.793734
317433,2018-07-23 14:17:25.793734
331153,2018-07-23 14:17:25.793734
369833,2018-07-23 14:17:25.793734
409823,2018-07-23 14:17:25.793734
582543,2018-07-23 14:17:25.793734
591573,2018-07-23 14:17:25.793734
608813,2018-07-23 14:17:25.793734
611833,2018-07-23 14:17:25.793734
614933,2018-07-23 14:17:25.793734
615663,2018-07-23 14:17:25.793734
619833,2018-07-23 14:17:25.793734
635703,2018-07-23 14:17:25.793734
644073,2018-07-23 14:17:25.793734
647233,2018-07-23 14:17:25.793734
648973,2018-07-23 14:17:25.793734
653103,2018-07-23 14:17:25.793734
656823,2018-07-23 14:17:25.793734
656863,2018-07-23 14:17:25.793734
658353,2018-07-23 14:17:25.793734
661403,2018-07-23 14:17:25.793734
667003,2018-07-23 14:17:25.793734
669693,2018-07-23 14:17:25.793734
676363,2018-07-23 14:17:25.793734
676543,2018-07-23 14:17:25.793734
680683,2018-07-23 14:17:25.793734
683643,2018-07-23 14:17:25.793734
689293,2018-07-23 14:17:25.793734
693963,2018-07-23 14:17:25.793734
696163,2018-07-23 14:17:25.793734
697793,2018-07-23 14:17:25.793734
704593,2018-07-23 14:17:25.793734
706273,2018-07-23 14:17:25.793734
711133,2018-07-23 14:17:25.793734
714953,2018-07-23 14:17:25.793734
719673,2018-07-23 14:17:25.793734
732773,2018-07-23 14:17:25.793734
741803,2018-07-23 14:17:25.793734
746383,2018-07-23 14:17:25.793734
749333,2018-07-23 14:17:25.793734
755085,2018-07-23 14:17:25.793734
755378,2018-07-23 14:17:25.793734
755384,2018-07-23 14:17:25.793734
755459,2018-07-23 14:17:25.793734
755504,2018-07-23 14:17:25.793734
756079,2018-07-23 14:17:25.793734
757244,2018-07-23 14:17:25.793734
758537,2018-07-23 14:17:25.793734
760980,2018-07-23 14:17:25.793734
761443,2018-07-23 14:17:25.793734
761520,2018-07-23 14:17:25.793734
762887,2018-07-23 14:17:25.793734
763360,2018-07-23 14:17:25.793734
764365,2018-07-23 14:17:25.793734
764847,2018-07-23 14:17:25.793734
765140,2018-07-23 14:17:25.793734
765942,2018-07-23 14:17:25.793734
767858,2018-07-23 14:17:25.793734
770456,2018-07-23 14:17:25.793734
771630,2018-07-23 14:17:25.793734
772216,2018-07-23 14:17:25.793734
772339,2018-07-23 14:17:25.793734
772765,2018-07-23 14:17:25.793734
773220,2018-07-23 14:17:25.793734
774968,2018-07-23 14:17:25.793734
780256,2018-07-23 14:17:25.793734
783909,2018-07-23 14:17:25.793734
785555,2018-07-23 14:17:25.793734
787166,2018-07-23 14:17:25.793734
788673,2018-07-23 14:17:25.793734
790136,2018-07-23 14:17:25.793734
790609,2018-07-23 14:17:25.793734
791838,2018-07-23 14:17:25.793734
792135,2018-07-23 14:17:25.793734
794436,2018-07-23 14:17:25.793734
