idUsuario,dataDesvinculacao
275785635,2018-07-24 09:29:47.970942
761978516850118656,2018-07-24 09:29:47.970942
437014704,2018-07-25 09:29:49.573277
3080451237,2018-07-25 09:29:49.573277
997308416677875712,2018-07-25 09:29:49.573277
2257874078,2018-07-26 20:01:23.500687
2716718458,2018-07-26 20:01:23.500687
766473522,2018-07-27 20:01:16.444914
712149866785296384,2018-07-27 20:01:16.444914
2769172227,2018-07-29 20:01:16.900384
783369613803347968,2018-07-29 20:01:16.900384
790265080705261568,2018-07-29 20:01:16.900384
912376725652234243,2018-07-29 20:01:16.900384
2561620056,2018-07-30 20:01:18.676338
2865812463,2018-07-30 20:01:18.676338
714175350742224900,2018-07-30 20:01:18.676338
29485735,2018-08-02 09:13:54.858049
49895107,2018-08-02 09:13:54.858049
347368302,2018-08-02 09:13:54.858049
796694269968994304,2018-08-02 09:13:54.858049
869981510941724686,2018-08-02 09:13:54.858049
961092649632624640,2018-08-02 09:13:54.858049
939577256732758022,2018-08-04 08:59:13.792834
22201066,2018-08-05 08:59:14.119874
940380096535330816,2018-08-05 08:59:14.119874
15454871,2018-08-06 08:59:14.849379
269692731,2018-08-06 08:59:14.849379
991978994,2018-08-06 08:59:14.849379
47223494,2018-08-08 08:59:14.509055
983745126,2018-08-08 08:59:14.509055
1600632452,2018-08-08 08:59:14.509055
2332480878,2018-08-08 08:59:14.509055
45993,2018-08-09 08:59:15.250680
575507184,2018-08-09 08:59:15.250680
279868397,2018-08-10 08:59:14.431651
702533010189455360,2018-08-11 08:59:14.742993
705785449122496512,2018-08-11 08:59:14.742993
869333933187584000,2018-08-11 08:59:14.742993
3244354005,2018-08-12 08:59:14.832930
1650435798,2018-08-14 08:59:14.777418
736294793534410752,2018-08-14 08:59:14.777418
956368601321263104,2018-08-15 08:59:20.209142
8097852,2018-08-16 08:59:21.188795
8468702,2018-08-16 08:59:21.188795
60417758,2018-08-16 08:59:21.188795
111577971,2018-08-16 08:59:21.188795
286151554,2018-08-16 08:59:21.188795
326806100,2018-08-16 08:59:21.188795
1134588482,2018-08-16 08:59:21.188795
1491788426,2018-08-16 08:59:21.188795
1676479951,2018-08-16 08:59:21.188795
2542176215,2018-08-16 08:59:21.188795
2590772030,2018-08-16 08:59:21.188795
2716556944,2018-08-16 08:59:21.188795
2718391365,2018-08-16 08:59:21.188795
2803300386,2018-08-16 08:59:21.188795
2812283501,2018-08-16 08:59:21.188795
2825501859,2018-08-16 08:59:21.188795
2892893862,2018-08-16 08:59:21.188795
2909095445,2018-08-16 08:59:21.188795
3025116106,2018-08-16 08:59:21.188795
3161816387,2018-08-16 08:59:21.188795
3167200597,2018-08-16 08:59:21.188795
3247511544,2018-08-16 08:59:21.188795
3280553154,2018-08-16 08:59:21.188795
3930329057,2018-08-16 08:59:21.188795
738760477639987200,2018-08-16 08:59:21.188795
25581277,2018-08-17 08:59:16.147574
4598921534,2018-08-18 08:59:15.540992
3173755872,2018-08-20 13:38:52.695055
3190771670,2018-08-20 13:38:52.695055
262156400,2018-08-21 13:38:54.007279
399579605,2018-08-21 13:38:54.007279
14136262,2018-08-22 13:38:55.389418
1046533866,2018-08-22 13:38:55.389418
1129521529,2018-08-23 13:38:58.802679
728434738399084544,2018-08-26 17:57:22.158733
15437306,2018-08-29 22:45:28.647007
29618800,2018-08-29 22:45:28.647007
959126399901749248,2018-08-29 22:45:28.647007
3258378880,2018-08-30 22:45:28.582237
284827865,2018-09-02 07:44:10.356726
906686416733827072,2018-09-02 07:44:10.356726
797908966529302528,2018-09-03 07:44:11.288090
2967702798,2018-09-06 07:44:12.384726
1558708562,2018-09-07 07:44:11.729982
2962748643,2018-09-08 07:44:11.630666
793444650468020224,2018-09-08 07:44:11.630666
889566321041522688,2018-09-08 07:44:11.630666
