idUsuario,dataDesvinculacao
68332601,2018-07-24 14:02:23.835925
130189960,2018-07-24 14:02:23.835925
135595752,2018-07-24 14:02:23.835925
199270054,2018-07-24 14:02:23.835925
333515340,2018-07-24 14:02:23.835925
336374467,2018-07-24 14:02:23.835925
365001484,2018-07-24 14:02:23.835925
491737561,2018-07-24 14:02:23.835925
855601050,2018-07-24 14:02:23.835925
1362552193,2018-07-24 14:02:23.835925
1423391462,2018-07-24 14:02:23.835925
1473642734,2018-07-24 14:02:23.835925
1678047330,2018-07-24 14:02:23.835925
1895482860,2018-07-24 14:02:23.835925
2240066480,2018-07-24 14:02:23.835925
2306790698,2018-07-24 14:02:23.835925
2432483833,2018-07-24 14:02:23.835925
2445845244,2018-07-24 14:02:23.835925
2476161151,2018-07-24 14:02:23.835925
2516907068,2018-07-24 14:02:23.835925
2523902526,2018-07-24 14:02:23.835925
2530058094,2018-07-24 14:02:23.835925
2541318517,2018-07-24 14:02:23.835925
2646877897,2018-07-24 14:02:23.835925
2681242827,2018-07-24 14:02:23.835925
2804061137,2018-07-24 14:02:23.835925
2853986944,2018-07-24 14:02:23.835925
2888003496,2018-07-24 14:02:23.835925
2993967816,2018-07-24 14:02:23.835925
3002062390,2018-07-24 14:02:23.835925
3005924944,2018-07-24 14:02:23.835925
3023026483,2018-07-24 14:02:23.835925
3031536260,2018-07-24 14:02:23.835925
3058917056,2018-07-24 14:02:23.835925
3138073476,2018-07-24 14:02:23.835925
3139612340,2018-07-24 14:02:23.835925
3194971801,2018-07-24 14:02:23.835925
3242056305,2018-07-24 14:02:23.835925
3246964706,2018-07-24 14:02:23.835925
3259351730,2018-07-24 14:02:23.835925
3279981806,2018-07-24 14:02:23.835925
3296454761,2018-07-24 14:02:23.835925
3309698751,2018-07-24 14:02:23.835925
3324916098,2018-07-24 14:02:23.835925
3415488293,2018-07-24 14:02:23.835925
3433104292,2018-07-24 14:02:23.835925
3546477321,2018-07-24 14:02:23.835925
3871693581,2018-07-24 14:02:23.835925
4048951589,2018-07-24 14:02:23.835925
4070202923,2018-07-24 14:02:23.835925
4503076758,2018-07-24 14:02:23.835925
4837307112,2018-07-24 14:02:23.835925
4849875307,2018-07-24 14:02:23.835925
700886813884321792,2018-07-24 14:02:23.835925
701963571643621376,2018-07-24 14:02:23.835925
709062736114618369,2018-07-24 14:02:23.835925
711260328735186947,2018-07-24 14:02:23.835925
715259494528364544,2018-07-24 14:02:23.835925
715718781197090816,2018-07-24 14:02:23.835925
717165921937260544,2018-07-24 14:02:23.835925
723805561448325120,2018-07-24 14:02:23.835925
727604891401785344,2018-07-24 14:02:23.835925
729703978439725056,2018-07-24 14:02:23.835925
737511477729329152,2018-07-24 14:02:23.835925
739994992664449025,2018-07-24 14:02:23.835925
744261731455762437,2018-07-24 14:02:23.835925
744793740686962688,2018-07-24 14:02:23.835925
747459048468058112,2018-07-24 14:02:23.835925
747865427200643073,2018-07-24 14:02:23.835925
753748178768371712,2018-07-24 14:02:23.835925
754329328402456576,2018-07-24 14:02:23.835925
756168879211159552,2018-07-24 14:02:23.835925
758312888633262084,2018-07-24 14:02:23.835925
762362322237083648,2018-07-24 14:02:23.835925
763925201079853056,2018-07-24 14:02:23.835925
770004569367740417,2018-07-24 14:02:23.835925
770444183601491972,2018-07-24 14:02:23.835925
771134393415065601,2018-07-24 14:02:23.835925
786914427127762944,2018-07-24 14:02:23.835925
789594623714795520,2018-07-24 14:02:23.835925
793041952941936640,2018-07-24 14:02:23.835925
795945757891145728,2018-07-24 14:02:23.835925
797345415561695233,2018-07-24 14:02:23.835925
802584292534652928,2018-07-24 14:02:23.835925
805641591515774976,2018-07-24 14:02:23.835925
809887057174786048,2018-07-24 14:02:23.835925
811711149314019328,2018-07-24 14:02:23.835925
814381215562088448,2018-07-24 14:02:23.835925
815964501740810240,2018-07-24 14:02:23.835925
816413069337329664,2018-07-24 14:02:23.835925
821847460691804162,2018-07-24 14:02:23.835925
822800248234012673,2018-07-24 14:02:23.835925
823156070466076672,2018-07-24 14:02:23.835925
824409893440458752,2018-07-24 14:02:23.835925
825020645205368832,2018-07-24 14:02:23.835925
827913511426600960,2018-07-24 14:02:23.835925
831126517950316546,2018-07-24 14:02:23.835925
833500830615474176,2018-07-24 14:02:23.835925
838483971126226944,2018-07-24 14:02:23.835925
839967382949015553,2018-07-24 14:02:23.835925
849637962912591873,2018-07-24 14:02:23.835925
851165140707921920,2018-07-24 14:02:23.835925
856732603679817728,2018-07-24 14:02:23.835925
859600943721172999,2018-07-24 14:02:23.835925
861724054297903104,2018-07-24 14:02:23.835925
865756892534059008,2018-07-24 14:02:23.835925
883244135351590913,2018-07-24 14:02:23.835925
885649104621244416,2018-07-24 14:02:23.835925
886984337526280193,2018-07-24 14:02:23.835925
