user_id, qtd_mencoes, qtd_respostas, qtd_retweets, qtd_robos, tempo_longo_prazo, media_curto_prazo, desvio_curto_prazo
1018561336026988546, 0, 5, 0, 1, 2915694.0, 728923.5, 830954.6657948615
949921127568113669, 1, 1, 0, 1, 443242.0, 443242.0, 0.0
829146971285839884, 0, 4, 0, 1, 294.0, 98.0, 92.188213274076773
1012174191725088770, 1, 1, 0, 1, 50040.0, 50040.0, 0.0
967497622176006160, 0, 2, 0, 1, 1369548.0, 1369548.0, 0.0
877958356257959937, 0, 2, 0, 1, 1537856.0, 1537856.0, 0.0
1584078872, 0, 2, 0, 1, 473993.0, 473993.0, 0.0
933120277399195652, 0, 31, 0, 1, 1540602.0, 51353.400000000001, 50124.477114878711
16457758, 0, 2, 0, 1, 1097698.0, 1097698.0, 0.0
995379251389091840, 0, 5, 0, 1, 2924147.0, 731036.75, 1210842.2880555864
408838186, 0, 2, 0, 1, 94710.0, 94710.0, 0.0
964082122020532231, 0, 2, 0, 1, 270057.0, 270057.0, 0.0
2566520881, 0, 2, 0, 1, 341666.0, 341666.0, 0.0
312647738, 0, 3, 0, 1, 602648.0, 301324.0, 301289.0
1012878087833481221, 0, 2, 0, 1, 419779.0, 419779.0, 0.0
969044447550844928, 0, 3, 0, 1, 266330.0, 133165.0, 132981.0
791363638170886144, 0, 2, 0, 1, 323876.0, 323876.0, 0.0
874536067969503233, 1, 1, 0, 1, 1856902.0, 1856902.0, 0.0
4602699867, 0, 3, 0, 1, 821103.0, 410551.5, 202843.5
959254266601988096, 0, 3, 0, 1, 2370652.0, 1185326.0, 782378.0
782765028986408960, 0, 16, 0, 1, 3161544.0, 210769.60000000001, 214643.60912694325
914866370759839744, 0, 3, 0, 1, 1214585.0, 607292.5, 111580.5
993652121290575872, 0, 3, 0, 1, 1511723.0, 755861.5, 50865.5
1004318804619530240, 0, 2, 0, 1, 633095.0, 633095.0, 0.0
942789719909392384, 0, 4, 0, 1, 259029.0, 86343.0, 47246.273249855381
735624565192200193, 1, 5, 0, 1, 2002330.0, 400466.0, 393996.69389831176
947483767937159169, 0, 3, 0, 1, 1373642.0, 686821.0, 509445.0
797559696643260416, 0, 7, 0, 1, 3098019.0, 516336.5, 622317.29031492991
956424764171608064, 0, 2, 0, 1, 28653.0, 28653.0, 0.0
829152681176338433, 0, 2, 0, 1, 542322.0, 542322.0, 0.0
962725092710117378, 0, 11, 0, 1, 614820.0, 61482.0, 75085.461191897863
4016709813, 1, 1, 0, 1, 43.0, 43.0, 0.0
998705261996138496, 0, 2, 0, 1, 141999.0, 141999.0, 0.0
454836433, 0, 2, 0, 1, 705585.0, 705585.0, 0.0
1015476210384584704, 0, 2, 0, 1, 149415.0, 149415.0, 0.0
2895036632, 0, 2, 0, 1, 272553.0, 272553.0, 0.0
3136651481, 0, 3, 0, 1, 88873.0, 44436.5, 4488.5
3100049629, 0, 2, 0, 1, 28981.0, 28981.0, 0.0
1013067401921826819, 0, 29, 0, 1, 746111.0, 26646.821428571428, 27272.461411328422
1013780550807515136, 0, 3, 0, 1, 227134.0, 113567.0, 60050.0
962181934213341184, 0, 2, 0, 1, 800362.0, 800362.0, 0.0
916838671235592192, 1, 4, 0, 1, 1438843.0, 359710.75, 513486.16704073682
947889248065089536, 0, 35, 0, 1, 3587589.0, 105517.32352941176, 157279.74963453246
889711077172297728, 1, 12, 0, 1, 243731.0, 20310.916666666668, 21590.352067757536
806730736375992320, 0, 2, 0, 1, 1554155.0, 1554155.0, 0.0
3219010945, 0, 2, 0, 1, 255625.0, 255625.0, 0.0
1025042250718474240, 0, 2, 0, 1, 1453464.0, 1453464.0, 0.0
968955390175170562, 0, 2, 0, 1, 1252.0, 1252.0, 0.0
22307107, 0, 3, 0, 1, 2425423.0, 1212711.5, 431500.5
886364188100177920, 0, 2, 0, 1, 3000934.0, 3000934.0, 0.0
1015868466937466886, 1, 1, 0, 1, 970222.0, 970222.0, 0.0
183077452, 0, 3, 0, 1, 617332.0, 308666.0, 233767.0
773235626074185730, 0, 2, 0, 1, 1915232.0, 1915232.0, 0.0
1558626630, 0, 20, 0, 1, 2370288.0, 124752.0, 143441.06533273333
945371430115528704, 0, 18, 0, 1, 2501398.0, 147141.0588235294, 178127.82677929406
958316709936447488, 6, 0, 0, 1, 305510.0, 61102.0, 38860.326354779885
940522118260727811, 0, 2, 0, 1, 379061.0, 379061.0, 0.0
960341601972293633, 0, 2, 0, 1, 536287.0, 536287.0, 0.0
818029133343113217, 0, 3, 0, 1, 480002.0, 240001.0, 51811.0
1010622485765779456, 0, 3, 0, 1, 187226.0, 93613.0, 21591.0
950897716229320705, 0, 6, 0, 1, 3747159.0, 749431.80000000005, 539958.34243371035
1014632107707117568, 0, 2, 0, 1, 28449.0, 28449.0, 0.0
609477040, 1, 1, 0, 1, 60.0, 60.0, 0.0
921835696695992321, 0, 2, 0, 1, 187968.0, 187968.0, 0.0
916402616359198726, 0, 2, 0, 1, 424096.0, 424096.0, 0.0
401573279, 0, 2, 0, 1, 956111.0, 956111.0, 0.0
3307258301, 2, 0, 0, 1, 297.0, 297.0, 0.0
32350663, 0, 2, 0, 1, 2209964.0, 2209964.0, 0.0
935686416708849664, 0, 2, 0, 1, 1034439.0, 1034439.0, 0.0
781198779764600832, 0, 2, 0, 1, 21.0, 21.0, 0.0
1010237893107961856, 0, 2, 0, 1, 28637.0, 28637.0, 0.0
296439887, 0, 2, 0, 1, 957.0, 957.0, 0.0
851969534063816707, 0, 6, 0, 1, 1993538.0, 398707.59999999998, 479613.26340775855
1002646004045361152, 0, 2, 0, 1, 172660.0, 172660.0, 0.0
789671472927309824, 0, 3, 0, 1, 978954.0, 489477.0, 266354.0
760337154568364032, 0, 2, 0, 1, 221706.0, 221706.0, 0.0
841675180380475392, 0, 2, 0, 1, 365768.0, 365768.0, 0.0
855141331395649537, 1, 2, 0, 1, 642859.0, 321429.5, 297642.5
1002034838793109504, 0, 2, 0, 1, 2231888.0, 2231888.0, 0.0
720670899825950724, 0, 7, 0, 1, 547890.0, 91315.0, 124789.38890520032
975755949217665024, 0, 10, 0, 1, 1684623.0, 187180.33333333334, 240097.8080977278
872874450747879424, 0, 5, 0, 1, 2553433.0, 638358.25, 1030781.5492589531
843519715410677760, 0, 2, 0, 1, 150926.0, 150926.0, 0.0
814490673990799360, 0, 2, 0, 1, 85205.0, 85205.0, 0.0
4096069032, 0, 2, 0, 2, 1786873.0, 1786873.0, 0.0
2453537318, 0, 2, 0, 1, 551180.0, 551180.0, 0.0
980135485203976192, 0, 2, 0, 1, 2734065.0, 2734065.0, 0.0
2151462745, 0, 4, 0, 1, 947790.0, 315930.0, 197760.8789540203
701519676610719750, 0, 2, 0, 1, 922813.0, 922813.0, 0.0
858194492, 2, 0, 0, 1, 56874.0, 56874.0, 0.0
912439828071010305, 1, 1, 0, 1, 18.0, 18.0, 0.0
355500612, 0, 3, 0, 1, 752236.0, 376118.0, 262849.0
3793101382, 0, 4, 0, 1, 2086739.0, 695579.66666666663, 466112.0491472219
748604269268434944, 0, 2, 0, 1, 34601.0, 34601.0, 0.0
1006578034684678146, 0, 2, 0, 1, 204529.0, 204529.0, 0.0
2484691542, 0, 2, 0, 1, 2088027.0, 2088027.0, 0.0
873258883606867969, 0, 14, 0, 1, 3368053.0, 259081.0, 395208.38324415835
4831294906, 0, 7, 0, 1, 2125655.0, 354275.83333333331, 134832.54707650852
891659960701960195, 0, 2, 0, 1, 1366934.0, 1366934.0, 0.0
904630166294552576, 0, 3, 0, 1, 2671904.0, 1335952.0, 38363.0
957654135448440833, 0, 10, 0, 1, 877322.0, 97480.222222222219, 109354.61926917479
1010816477895667712, 0, 3, 0, 1, 186742.0, 93371.0, 76182.0
983846728926449664, 0, 2, 0, 1, 280521.0, 280521.0, 0.0
787388097734377472, 0, 2, 0, 1, 28673.0, 28673.0, 0.0
738994886544740354, 0, 2, 0, 1, 1468266.0, 1468266.0, 0.0
3634012815, 0, 6, 0, 1, 3574344.0, 714868.80000000005, 676004.35422574019
987189040515432450, 0, 4, 0, 1, 686834.0, 228944.66666666666, 145176.36986859198
902932642869510145, 0, 15, 0, 1, 1408917.0, 100636.92857142857, 107986.94791465989
885593163213062149, 0, 6, 0, 1, 2535673.0, 507134.59999999998, 315812.08162741334
878473928821415936, 0, 2, 0, 1, 2352052.0, 2352052.0, 0.0
2310488734, 0, 2, 0, 1, 1497345.0, 1497345.0, 0.0
1016468996403617792, 0, 14, 0, 1, 3110453.0, 239265.61538461538, 320318.06019054982
935150766637109249, 0, 2, 0, 1, 189460.0, 189460.0, 0.0
2584978092, 0, 2, 0, 1, 1260798.0, 1260798.0, 0.0
775489661422690305, 0, 2, 0, 1, 2129265.0, 2129265.0, 0.0
4816601777, 0, 2, 0, 1, 3170017.0, 3170017.0, 0.0
755545940237352960, 0, 2, 0, 1, 339029.0, 339029.0, 0.0
3100287703, 0, 3, 0, 1, 1322592.0, 661296.0, 578023.0
3195323103, 0, 4, 0, 1, 1323452.0, 441150.66666666669, 236328.00153223955
1539801824, 0, 2, 0, 1, 1645414.0, 1645414.0, 0.0
736531825926021120, 0, 7, 0, 1, 993202.0, 165533.66666666666, 209337.22923683585
940023048782172160, 0, 3, 0, 1, 778287.0, 389143.5, 230076.5
905791816850706432, 0, 2, 0, 1, 3262990.0, 3262990.0, 0.0
714201047225360384, 0, 3, 0, 1, 2400057.0, 1200028.5, 1199972.5
624296712, 0, 2, 0, 1, 1012954.0, 1012954.0, 0.0
962661179125575683, 0, 2, 0, 1, 2285725.0, 2285725.0, 0.0
20628244, 3, 13, 0, 1, 1564957.0, 104330.46666666666, 178546.58788184356
4599309077, 0, 2, 0, 1, 655114.0, 655114.0, 0.0
987821697142345728, 0, 2, 0, 1, 755543.0, 755543.0, 0.0
962347571921543168, 0, 3, 0, 1, 518419.0, 259209.5, 172775.5
740592583135485953, 0, 7, 0, 1, 2728345.0, 454724.16666666669, 281917.04578676843
899702485870411778, 0, 2, 0, 1, 701158.0, 701158.0, 0.0
3178259251, 1, 6, 0, 1, 3107501.0, 517916.83333333331, 597299.40111120616
2700809694, 0, 5, 0, 1, 1925903.0, 481475.75, 716601.26068734168
984960146475368448, 0, 3, 0, 1, 2036327.0, 1018163.5, 584784.5
3453141853, 0, 6, 0, 1, 1301195.0, 260239.0, 214475.31824058451
1021521704978407424, 0, 7, 0, 1, 1212323.0, 202053.83333333334, 238873.21082491765
36938596, 0, 3, 0, 1, 2608972.0, 1304486.0, 781219.0
987531711570436096, 0, 2, 0, 1, 57677.0, 57677.0, 0.0
