idUsuario,dataDesvinculacao
18719736,2018-07-24 11:45:53.652418
25364080,2018-07-24 11:45:53.652418
33433900,2018-07-24 11:45:53.652418
60527059,2018-07-24 11:45:53.652418
72340440,2018-07-24 11:45:53.652418
99610083,2018-07-24 11:45:53.652418
173803006,2018-07-24 11:45:53.652418
351158402,2018-07-24 11:45:53.652418
442907234,2018-07-24 11:45:53.652418
1262477682,2018-07-24 11:45:53.652418
1843504734,2018-07-24 11:45:53.652418
2352268891,2018-07-24 11:45:53.652418
2433646819,2018-07-24 11:45:53.652418
3195423714,2018-07-24 11:45:53.652418
783753049990848512,2018-07-24 11:45:53.652418
799273604563267585,2018-07-24 11:45:53.652418
876957164656402432,2018-07-24 11:45:53.652418
948987842289700864,2018-07-24 11:45:53.652418
955559143301054464,2018-07-24 11:45:53.652418
1013728208586326016,2018-07-24 11:45:53.652418
14016032,2018-07-25 22:02:21.152687
31029932,2018-07-25 22:02:21.152687
37284537,2018-07-25 22:02:21.152687
44389746,2018-07-25 22:02:21.152687
187724306,2018-07-25 22:02:21.152687
335698778,2018-07-25 22:02:21.152687
752915059,2018-07-25 22:02:21.152687
863445481,2018-07-25 22:02:21.152687
898881092,2018-07-25 22:02:21.152687
1062550070,2018-07-25 22:02:21.152687
1399874438,2018-07-25 22:02:21.152687
1561195447,2018-07-25 22:02:21.152687
1856377890,2018-07-25 22:02:21.152687
1861107037,2018-07-25 22:02:21.152687
2151556999,2018-07-25 22:02:21.152687
2249516294,2018-07-25 22:02:21.152687
2274257917,2018-07-25 22:02:21.152687
3327488554,2018-07-25 22:02:21.152687
4481274579,2018-07-25 22:02:21.152687
853649045549572096,2018-07-25 22:02:21.152687
905463908537733120,2018-07-25 22:02:21.152687
910103951084625920,2018-07-25 22:02:21.152687
915708482313162752,2018-07-25 22:02:21.152687
940696389767512064,2018-07-25 22:02:21.152687
963176998188322818,2018-07-25 22:02:21.152687
15806750,2018-07-26 22:17:28.054612
86195093,2018-07-26 22:17:28.054612
406679777,2018-07-26 22:17:28.054612
538503770,2018-07-26 22:17:28.054612
852050894,2018-07-26 22:17:28.054612
1858101925,2018-07-26 22:17:28.054612
2267225023,2018-07-26 22:17:28.054612
3130005160,2018-07-26 22:17:28.054612
4902988306,2018-07-26 22:17:28.054612
731633085738041344,2018-07-26 22:17:28.054612
848386814901534721,2018-07-26 22:17:28.054612
933830994662252544,2018-07-26 22:17:28.054612
976049619846213632,2018-07-26 22:17:28.054612
1003100901702131718,2018-07-26 22:17:28.054612
15887971,2018-07-27 22:17:28.824350
33287401,2018-07-27 22:17:28.824350
43381905,2018-07-27 22:17:28.824350
66053551,2018-07-27 22:17:28.824350
101378292,2018-07-27 22:17:28.824350
129203153,2018-07-27 22:17:28.824350
273179490,2018-07-27 22:17:28.824350
314840305,2018-07-27 22:17:28.824350
360286044,2018-07-27 22:17:28.824350
409135141,2018-07-27 22:17:28.824350
526576151,2018-07-27 22:17:28.824350
