seguidor,idResposta,dataResposta
47953978,1022954819122651136,2018-7-27 21:20:09
773384712496775168,1023143545924796416,2018-7-28 09:50:05
537056764,1026079035451793408,2018-8-05 12:14:40
27435654,1026093044108603398,2018-8-05 13:10:20
1026324755329085441,1026540978130149376,2018-8-06 18:50:16
4885507854,1028167389299400704,2018-8-11 06:33:02
864626542751621120,1027989070851362816,2018-8-10 18:44:28
1078252500,1028482063085666304,2018-8-12 03:23:26
1078252500,1028481265832419330,2018-8-12 03:20:16
951997636336332800,1029215863143051266,2018-8-14 03:59:18
2932410160,1029046380076183553,2018-8-13 16:45:50
3143381664,1029852588177383424,2018-8-15 22:09:25
91217998,1030977374454599680,2018-8-19 00:38:55
1012977819650023425,1031198811878772737,2018-8-19 15:18:50
762039742711992324,1030984226861199360,2018-8-19 01:06:09
4330322896,1031198703791611905,2018-8-19 15:18:24
4330322896,1030975395896668161,2018-8-19 00:31:03
532001276,1030976605798187008,2018-8-19 00:35:52
1015476210384584704,1031429435247943680,2018-8-20 06:35:15
782363971265425409,1031717423681073153,2018-8-21 01:39:36
299821275,1032023023405199361,2018-8-21 21:53:57
1015476210384584704,1032056130963304448,2018-8-22 00:05:30
2780232299,1032064140951601154,2018-8-22 00:37:20
164694014,1032203382352740352,2018-8-22 09:50:38
1030628619192696832,1032947235477024768,2018-8-24 11:06:26
2420822342,1032922138359918592,2018-8-24 09:26:43
825632250641346560,1032927050149978112,2018-8-24 09:46:14
990068873553629185,1034800362857758722,2018-8-29 13:50:06
712119296135139328,1034652633242501121,2018-8-29 04:03:05
930612850225278978,1034652330824794113,2018-8-29 04:01:53
990068873553629185,1035191718235254784,2018-8-30 15:45:13
859013408632459265,1035256508018126848,2018-8-30 20:02:40
555819764,1036112594883551232,2018-9-02 04:44:27
2420822342,1036998895476256770,2018-9-04 15:26:17
502020841,1037146189899223045,2018-9-05 01:11:35
222112714,1037149061705478144,2018-9-05 01:23:00
183515850,1037405920941068290,2018-9-05 18:23:40
2257741574,1037554324489097216,2018-9-06 04:13:22
4846099747,1037408402228400128,2018-9-05 18:33:31
131091020,1037744644149452800,2018-9-06 16:49:38
990068873553629185,1037920889323417600,2018-9-07 04:29:58
990068873553629185,1037764267787730945,2018-9-06 18:07:36
323241345,1037732829293998085,2018-9-06 16:02:41
250693789,1037732847371448320,2018-9-06 16:02:45
4846099747,1037732216233701376,2018-9-06 16:00:15
