idUsuario,dataDesvinculacao
769254,2018-07-24 13:16:54.292832
15594353,2018-07-24 13:16:54.292832
15726997,2018-07-24 13:16:54.292832
20033854,2018-07-24 13:16:54.292832
20443464,2018-07-24 13:16:54.292832
25364080,2018-07-24 13:16:54.292832
46476526,2018-07-24 13:16:54.292832
71885523,2018-07-24 13:16:54.292832
89292305,2018-07-24 13:16:54.292832
351158402,2018-07-24 13:16:54.292832
359059383,2018-07-24 13:16:54.292832
1610755866,2018-07-24 13:16:54.292832
1933041782,2018-07-24 13:16:54.292832
2204214774,2018-07-24 13:16:54.292832
2945717160,2018-07-24 13:16:54.292832
4572807253,2018-07-24 13:16:54.292832
701977090820694016,2018-07-24 13:16:54.292832
852222417892147201,2018-07-24 13:16:54.292832
856516218437550080,2018-07-24 13:16:54.292832
856590893448437760,2018-07-24 13:16:54.292832
859846265223266304,2018-07-24 13:16:54.292832
861244301581336577,2018-07-24 13:16:54.292832
861640665695797251,2018-07-24 13:16:54.292832
866537405599293441,2018-07-24 13:16:54.292832
874680463918456832,2018-07-24 13:16:54.292832
952095627709530117,2018-07-24 13:16:54.292832
965493394494644224,2018-07-24 13:16:54.292832
14218062,2018-07-25 23:33:23.480335
15024789,2018-07-25 23:33:23.480335
15718163,2018-07-25 23:33:23.480335
16261976,2018-07-25 23:33:23.480335
16551294,2018-07-25 23:33:23.480335
18083823,2018-07-25 23:33:23.480335
21359812,2018-07-25 23:33:23.480335
21976302,2018-07-25 23:33:23.480335
28844574,2018-07-25 23:33:23.480335
54731111,2018-07-25 23:33:23.480335
64349819,2018-07-25 23:33:23.480335
100885194,2018-07-25 23:33:23.480335
151349966,2018-07-25 23:33:23.480335
187724306,2018-07-25 23:33:23.480335
194839377,2018-07-25 23:33:23.480335
316254560,2018-07-25 23:33:23.480335
384592971,2018-07-25 23:33:23.480335
2249516294,2018-07-25 23:33:23.480335
2913920634,2018-07-25 23:33:23.480335
4120563568,2018-07-25 23:33:23.480335
715021380450779136,2018-07-25 23:33:23.480335
804344272124334080,2018-07-25 23:33:23.480335
861328917688442885,2018-07-25 23:33:23.480335
944919629276819456,2018-07-25 23:33:23.480335
1019658238189596672,2018-07-25 23:33:23.480335
15839686,2018-07-26 23:48:29.905173
26605243,2018-07-26 23:48:29.905173
