seguidor,idResposta,dataMencao
1852354622,1026061317017284610,2018-8-05 11:04:15
796947323322368001,1026058789756104705,2018-8-05 10:54:13
873301250,1034633985106690048,2018-8-29 02:48:59
22205661,1034632596817203200,2018-8-29 02:43:28
4262830994,1034631702155390976,2018-8-29 02:39:54
751301482050252800,1034632188858257409,2018-8-29 02:41:51
179266498,1034631539840049152,2018-8-29 02:39:16
2751346268,1034630925219315712,2018-8-29 02:36:49
3307258301,1034632067953225728,2018-8-29 02:41:22
3307258301,1034630821947224064,2018-8-29 02:36:25
775029382163202048,1034630796026372096,2018-8-29 02:36:18
31665616,1034631185454915584,2018-8-29 02:37:51
153959189,1034631617132654593,2018-8-29 02:39:34
164206937,1034631153729163264,2018-8-29 02:37:44
404324480,1034631509699743746,2018-8-29 02:39:09
799441508218781698,1034630565301968896,2018-8-29 02:35:23
49874227,1034630719534813184,2018-8-29 02:36:00
8281912,1034631027619115008,2018-8-29 02:37:14
2250858584,1034630758533484544,2018-8-29 02:36:10
15654064,1034649085871964160,2018-8-29 03:48:59
25108985,1034648744497569793,2018-8-29 03:47:38
