seguidor,idResposta,dataResposta
311189140,1021982514989215747,2018-7-25 04:56:33
241797873,1022948300989714432,2018-7-27 20:54:15
890332890155831296,1024946902482092033,2018-8-02 09:15:58
42537757,1026061487545114624,2018-8-05 11:04:56
25471173,1026058151211065344,2018-8-05 10:51:41
2997177657,1026058591822700547,2018-8-05 10:53:26
635344776,1026058653122449408,2018-8-05 10:53:40
770101124653260800,1026060111951802371,2018-8-05 10:59:28
66614299,1026058138330394625,2018-8-05 10:51:38
1418807539,1026059622552035328,2018-8-05 10:57:31
799450391494606849,1026057335934861312,2018-8-05 10:48:26
761034256642482177,1026057380302270464,2018-8-05 10:48:37
9507872,1026057067360997377,2018-8-05 10:47:22
18778071,1026063412902604800,2018-8-05 11:12:35
1723630604,1025486394750205952,2018-8-03 20:59:43
512546445,1026057663132524545,2018-8-05 10:49:44
925988618497277952,1026069493569605633,2018-8-05 11:36:45
32350663,1026056646848475136,2018-8-05 10:45:42
372451048,1026057581322592257,2018-8-05 10:49:25
1955032680,1026058748081500160,2018-8-05 10:54:03
2154589652,1026056614107729920,2018-8-05 10:45:34
1024357488773099521,1026192297858220032,2018-8-05 19:44:44
824687969743282182,1026365597595054080,2018-8-06 07:13:22
704802182227296256,1027064698372481024,2018-8-08 05:31:20
738994886544740354,1028003948630667264,2018-8-10 19:43:35
4686535848,1028062665795502081,2018-8-10 23:36:54
20619648,1028004637075365888,2018-8-10 19:46:19
1028801381262487552,1028805648937496577,2018-8-13 00:49:15
25718223,1032894781603495936,2018-8-24 07:38:00
738994886544740354,1034162303355183106,2018-8-27 19:34:41
30858160,1034632345800728576,2018-8-29 02:42:28
3177194018,1034631624774676481,2018-8-29 02:39:36
15128710,1034632006137597952,2018-8-29 02:41:07
966438816402702337,1034638375687311360,2018-8-29 03:06:26
1014041364466581504,1034633460793540608,2018-8-29 02:46:54
930343507453267968,1034648697290858496,2018-8-29 03:47:26
930343507453267968,1034643438342496257,2018-8-29 03:26:33
930343507453267968,1034638910926798849,2018-8-29 03:08:33
587882373,1034631744140455936,2018-8-29 02:40:04
709444919,1034632753281523712,2018-8-29 02:44:05
1027553681481199617,1034633067204431872,2018-8-29 02:45:20
103744081,1034631738536812544,2018-8-29 02:40:03
2933165867,1034633262533042176,2018-8-29 02:46:07
1025224789894602752,1034632981049044992,2018-8-29 02:44:59
984891447081025536,1034634112580050945,2018-8-29 02:49:29
960326014340493312,1034633691513860096,2018-8-29 02:47:49
16160854,1034632177458151424,2018-8-29 02:41:48
285474645,1034632389236903936,2018-8-29 02:42:38
249725126,1034632314179837954,2018-8-29 02:42:20
17576627,1034632802887655424,2018-8-29 02:44:17
3111664334,1034632981334257665,2018-8-29 02:44:59
877961845750902784,1034632742808350720,2018-8-29 02:44:03
97768074,1034633225631494145,2018-8-29 02:45:58
81506471,1034632717126709249,2018-8-29 02:43:56
992191458240167936,1034632427841306624,2018-8-29 02:42:47
123540925,1034632395075375104,2018-8-29 02:42:40
260540710,1034632727327203329,2018-8-29 02:43:59
1866186721,1034632725121064961,2018-8-29 02:43:58
4855793739,1034632544585539586,2018-8-29 02:43:15
783604958,1034630885667037184,2018-8-29 02:36:40
1582602504,1034632727566331904,2018-8-29 02:43:59
2455761133,1034635337853677568,2018-8-29 02:54:21
2577424411,1034632338255138816,2018-8-29 02:42:26
65322385,1034631539479392257,2018-8-29 02:39:16
414164276,1034631790713917440,2018-8-29 02:40:16
758486848314368000,1034632528781434880,2018-8-29 02:43:12
879586703383576576,1034631729816825856,2018-8-29 02:40:01
901870524527067136,1034632075549306882,2018-8-29 02:41:24
361684681,1034632178888404992,2018-8-29 02:41:48
1925759034,1034631535691849728,2018-8-29 02:39:15
630551158,1034631607485755392,2018-8-29 02:39:32
3164613210,1034632630338121728,2018-8-29 02:43:36
2901418145,1034632774789947392,2018-8-29 02:44:10
379486084,1034636714365542401,2018-8-29 02:59:49
379486084,1034632130385432578,2018-8-29 02:41:37
2270713273,1034632085955215360,2018-8-29 02:41:26
1003495526170386432,1034631669255262208,2018-8-29 02:39:47
1031040031228538880,1034631459368132609,2018-8-29 02:38:57
976841719126904835,1034631558676639744,2018-8-29 02:39:20
38518307,1034631461872123904,2018-8-29 02:38:57
248898762,1034631300492087296,2018-8-29 02:38:19
608781369,1034631948713451521,2018-8-29 02:40:53
2279590422,1034631399590977537,2018-8-29 02:38:42
822986528519430144,1034632289613885441,2018-8-29 02:42:15
999150562980450304,1034631567644098560,2018-8-29 02:39:22
844651888372940800,1034631414669438976,2018-8-29 02:38:46
212850551,1034631879821946880,2018-8-29 02:40:37
942091961019670528,1034630516564082689,2018-8-29 02:35:12
1016615788998873088,1034639610003910656,2018-8-29 03:11:20
117563753,1034631415063695361,2018-8-29 02:38:46
987726238868389888,1034632353128243200,2018-8-29 02:42:30
3104527243,1034631406553419776,2018-8-29 02:38:44
295378806,1034631649214906368,2018-8-29 02:39:42
1668097328,1034631258637127682,2018-8-29 02:38:09
1008085761374105600,1034631887799472131,2018-8-29 02:40:39
2460450896,1034631970850922496,2018-8-29 02:40:59
860108972984066048,1034632252360024070,2018-8-29 02:42:06
1934878687,1034653929546506240,2018-8-29 04:08:14
313098204,1034631699961790464,2018-8-29 02:39:54
831285522773352449,1034633042403487747,2018-8-29 02:45:14
831285522773352449,1034631090504265729,2018-8-29 02:37:29
831285522773352449,1034630718897307648,2018-8-29 02:36:00
1222994899,1034632672537010177,2018-8-29 02:43:46
883179858871713792,1034643097819332608,2018-8-29 03:25:11
775029382163202048,1034631463411404801,2018-8-29 02:38:58
3368595916,1034666294455353345,2018-8-29 04:57:22
3150060264,1034632297495101443,2018-8-29 02:42:16
915682060194299905,1034631565039398913,2018-8-29 02:39:22
980954074337046528,1034640227225092096,2018-8-29 03:13:47
972672106549805057,1034934338968682496,2018-8-29 22:42:29
149611664,1034654122543202304,2018-8-29 04:09:00
24880457,1034632021434200065,2018-8-29 02:41:11
101987167,1034631445841567744,2018-8-29 02:38:53
963016094913937408,1034666795351699456,2018-8-29 04:59:21
962458547001819136,1034663373093257216,2018-8-29 04:45:45
34148753,1034634420626456577,2018-8-29 02:50:43
184185768,1034633676922003457,2018-8-29 02:47:45
753917588409683968,1034631147366432770,2018-8-29 02:37:42
134884854,1034631744715075585,2018-8-29 02:40:05
822338763758014466,1034632249163935744,2018-8-29 02:42:05
308716398,1034633870874894336,2018-8-29 02:48:32
917941651946930176,1034632621119045633,2018-8-29 02:43:34
153959189,1034632717558665216,2018-8-29 02:43:57
900965552633466881,1034631307467186176,2018-8-29 02:38:20
4633731208,1034661316034625537,2018-8-29 04:37:35
190872509,1034631257991180289,2018-8-29 02:38:09
24819587,1034631842786234369,2018-8-29 02:40:28
902719046671413248,1034631310130610177,2018-8-29 02:38:21
898358701139963904,1034655869860962304,2018-8-29 04:15:57
125237938,1034632264901001217,2018-8-29 02:42:09
824879513163091969,1034946679676448768,2018-8-29 23:31:31
852909893472239617,1034648219752394754,2018-8-29 03:45:33
793178441805733889,1034631237460062210,2018-8-29 02:38:04
28901871,1034631205394628608,2018-8-29 02:37:56
1720553060,1034635608403017729,2018-8-29 02:55:26
825934682,1034632807673298945,2018-8-29 02:44:18
15977716,1034631817016397825,2018-8-29 02:40:22
4273897754,1034631658207567872,2018-8-29 02:39:44
1497603024,1034632690694160384,2018-8-29 02:43:50
805797635474919424,1034632417464610816,2018-8-29 02:42:45
3231780218,1034631242245783552,2018-8-29 02:38:05
784975287830269952,1034637333683822592,2018-8-29 03:02:17
80772947,1034632450704474112,2018-8-29 02:42:53
34157333,1034635105396899840,2018-8-29 02:53:26
781957159571468288,1034631903142277123,2018-8-29 02:40:42
47413726,1034821456973062146,2018-8-29 15:13:56
767847340958887936,1034631401197297665,2018-8-29 02:38:43
758411848404258816,1034631920162754560,2018-8-29 02:40:46
1141745156,1034631114256601088,2018-8-29 02:37:34
4036158498,1034634968482213894,2018-8-29 02:52:53
25154378,1034631532785221632,2018-8-29 02:39:14
704802182227296256,1034695035143352321,2018-8-29 06:51:34
703029384618254336,1034633701886373889,2018-8-29 02:47:51
16881876,1034644609157099521,2018-8-29 03:31:12
352627811,1034634318532866048,2018-8-29 02:50:18
352627811,1034631250080747520,2018-8-29 02:38:07
4109279173,1034633055334367232,2018-8-29 02:45:17
4508731219,1034631871743676416,2018-8-29 02:40:35
37522970,1034631439768154112,2018-8-29 02:38:52
61803666,1034631425482358784,2018-8-29 02:38:49
3061672550,1034633089534676992,2018-8-29 02:45:25
96382114,1034652935328686080,2018-8-29 04:04:17
855355159,1034631575680372736,2018-8-29 02:39:24
629410324,1034631424073056256,2018-8-29 02:38:48
846362648,1034808990201303040,2018-8-29 14:24:23
2475803942,1034631744991899648,2018-8-29 02:40:05
25300620,1034631274797838336,2018-8-29 02:38:13
2459111012,1034632955195346944,2018-8-29 02:44:53
2304012180,1034632030305153025,2018-8-29 02:41:13
2822623628,1034631454997663744,2018-8-29 02:38:56
44721867,1034645947165204482,2018-8-29 03:36:31
6097842,1034632678404841472,2018-8-29 02:43:47
216152160,1034631548945883137,2018-8-29 02:39:18
2865022708,1034632314154713088,2018-8-29 02:42:20
2353825595,1034631543665377280,2018-8-29 02:39:17
90834290,1034631768790298624,2018-8-29 02:40:10
43286362,1034723176662462465,2018-8-29 08:43:24
255336081,1034631572400422913,2018-8-29 02:39:24
21100968,1034631563776933888,2018-8-29 02:39:21
310471542,1034638878689263616,2018-8-29 03:08:25
122896355,1034631347195670528,2018-8-29 02:38:30
981675607,1034632691277160448,2018-8-29 02:43:50
42546961,1034633894413230082,2018-8-29 02:48:37
426255265,1034655172914343936,2018-8-29 04:13:10
181068608,1034631332666589184,2018-8-29 02:38:26
1546835161,1034646425617948672,2018-8-29 03:38:25
445954151,1034770354638475264,2018-8-29 11:50:52
26104769,1034631894896242688,2018-8-29 02:40:40
286371488,1034631336038789122,2018-8-29 02:38:27
2154589652,1034631093297635328,2018-8-29 02:37:29
15041451,1034632148123144192,2018-8-29 02:41:41
29380697,1034631187241680896,2018-8-29 02:37:52
1602145958,1034631416741421056,2018-8-29 02:38:46
55396081,1034632162643861504,2018-8-29 02:41:44
